kanji,num,meanings,radicals,kanji_in_theme_meaning,theme,subtheme
倉,1227,godown:warehouse:storehouse:cellar:treasury,丿口个,,,
捜,1228,search:look for:locate,｜又日田扌,,,
挿,1229,insert:put in:graft:wear (sword),｜丿十日田扌,,,
桑,1230,mulberry,又木,mulberry,Nature,Plants_and_Trees
巣,1231,nest:rookery:hive:cobweb:den,木田尚,,,
掃,1232,sweep:brush,冖巾彐扌,,,
曹,1233,office:official:comrade:fellow,｜日,,,
曽,1234,formerly:once:before:ever:never:ex-,日田丷,formerly,Time,
爽,1235,refreshing:bracing:resonant:sweet:clear,亠人,,,
窓,1236,window:pane,儿厶宀心穴,,,
創,1237,genesis:wound:injury:hurt:start:originate,口个刂,,,
喪,1238,miss:mourning,｜口衣,,,
痩,1239,get thin,又疒,weight loss,Body,Health
葬,1240,interment:bury:shelve,匕夕廾艹,,,
装,1241,attire:dress:pretend:disguise:profess,士爿衣,attire,Artificial_Structures_and_Products,Clothing_and_Textiles
僧,1242,Buddhist priest:monk,日田亻丷,Buddhist monk or priest,Human_activities,Religion_and_the_Supernatural_World
想,1243,concept:think:idea:thought,心木目,,,
層,1244,stratum:social class:layer:story:floor,尸日田丷,,,
総,1245,general:whole:all:full:total,八厶心糸,,,
遭,1246,encounter:meet:party:association:interview:join,｜日辶,,,
槽,1247,vat:tub:tank,｜日木,tank,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
踪,1248,remains:clue:footprint,口宀示足,,,
操,1249,maneuver:manipulate:operate:steer:chastity:virginity:fidelity,口木扌品,,,
燥,1250,parch:dry up,口木火品,,,
霜,1251,frost,木目雨,frost,Nature,Weather
騒,1252,boisterous:make noise:clamor:disturb:excite,又虫馬,,,
藻,1253,seaweed:duckweed,口木氵艹品,algae or seaweed,Nature,Plants_and_Trees
造,1254,create:make:structure:physique,丿口土辶,,,
像,1255,statue:picture:image:figure:portrait,勹口豕亻,,,
増,1256,increase:add:augment:gain:promote,土日田丷,to increase,Numbers,Calculations
憎,1257,hate:detest,日田丷忄,hate,Emotions_and_Senses,Emotions
蔵,1258,storehouse:hide:own:have:possess,丿戈臣艹,,,
贈,1259,presents:send:give to:award to:confer on:presenting something,日田貝丷,,,
臓,1260,entrails:viscera:bowels,丿戈月臣艹,entrails,Body,Torso_and_organs
即,1261,instant:namely:as is:conform:agree:adapt,卩艮,,,
束,1262,bundle:sheaf:ream:tie in bundles:govern:manage:control,｜八口木,,,
足,1263,leg:foot:be sufficient:counter for pairs of footwear,口,"leg, foot",Body,Limbs
促,1264,stimulate:urge:press:demand:incite,口足亻,,,
則,1265,rule:follow:based on:model after,貝刂,,,
息,1266,breath:respiration:son:interest (on money),心自,breath,Body,Bodily_Functions
捉,1267,catch:capture,口足扌,,,
速,1268,quick:fast,｜八口木辶,,,
側,1269,side:lean:oppose:regret,貝亻刂,side,Physical_Attributes_and_Properties,Form_and_Shape
測,1270,fathom:plan:scheme:measure,貝刂氵,,,
俗,1271,vulgar:customs:manners:worldliness:mundane things,八口谷个亻,,,
族,1272,tribe:family,方矢,,,
属,1273,belong:genus:subordinate official:affiliated,丿尸禸,,,
賊,1274,burglar:rebel:traitor:robber,十戈貝,,,
続,1275,continue:series:sequel,儿冖士糸,,,
卒,1276,graduate:soldier:private:die,亠人十,graduate,Human_activities,Culture
率,1277,ratio:rate:proportion:%:factor:lead:spearhead:command,亠冫十幺玄,,,
存,1278,exist:suppose:be aware of:believe:feel,｜丿子,,,
村,1279,village:town,寸木,village,Artificial_Structures_and_Products,Cities
孫,1280,grandchild:descendants,丿子糸,grandchild,People,Family
尊,1281,revered:valuable:precious:noble:exalted,寸酉丷,,,
損,1282,damage:loss:disadvantage:hurt:injure,口貝扌,,,
遜,1283,humble:modest,丿子糸辶,,,
他,1284,other:another:the others,亻也,,,
多,1285,many:frequent:much,夕,many,Numbers,Counting_&_Sequence
汰,1286,washing:sieving:filtering:weeding out:luxury,丶大氵,,,
打,1287,strike:hit:knock:pound:dozen,亅扌,,,
妥,1288,gentle:peace:depravity,女爪,,,
唾,1289,saliva:sputum,｜丿口,saliva,Body,Bodily_Functions
堕,1290,degenerate:descend to:lapse into,丿土月阝.,,,
惰,1291,lazy:laziness,丿工月忄,,,
駄,1292,burdensome:pack horse:horse load:send by horse:trivial:worthless,丶大馬,,,
太,1293,plump:thick:big around,丶大,fat or thick,Physical_Attributes_and_Properties,Miscellaneous_properties
対,1294,vis-a-vis:opposite:even:equal:versus:anti-:compare,寸文,,,
体,1295,body:substance:object:reality:counter for images,木亻,,,
耐,1296,-proof:enduring,寸而,,,
待,1297,wait:depend on,土寸彳,,,
怠,1298,neglect:laziness,厶口心,,,
胎,1299,womb:uterus,厶口月,foetus,Body,Bodily_Functions
退,1300,retreat:withdraw:retire:resign:repel:expel:reject,艮辶,,,
帯,1301,sash:belt:obi:zone:region,｜冖巾,belt,Artificial_Structures_and_Products,Clothing_and_Textiles
泰,1302,peaceful:calm:peace:easy:Thailand:extreme:excessive:great,｜丿二水,,,
堆,1303,piled high,土隹,,,
袋,1304,sack:bag:pouch,弋衣亻,bag,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
逮,1305,apprehend:chase,彐水隶辶,,,
替,1306,exchange:spare:substitute:per-,二亠人大日,,,
貸,1307,lend,弋貝亻,,,
隊,1308,regiment:party:company:squad,豕丷阝.,,,
滞,1309,stagnate:be delayed:overdue:arrears,冖巾氵,,,
態,1310,attitude:condition:figure:appearance:voice (of verbs),匕厶心月,,,
戴,1311,be crowned with:live under (a ruler):receive,｜二八土戈田,,,
大,1312,large:big,,large,Physical_Attributes_and_Properties,Form_and_Shape
代,1313,"substitute:change:convert:replace:period:age:counter for decades of ages, eras, etc.:generation:charge:rate:fee",弋亻,,,
台,1314,pedestal:a stand:counter for machines and vehicles,厶口,counter for machines and vehicles,Numbers,Counters
第,1315,No.:residence,弓竹,ordinal marker,Numbers,Counting_&_Sequence
題,1316,topic:subject,日疋貝頁,topic,Human_activities,Language_and_Communication
滝,1317,waterfall:rapids:cascade,田立氵竜,waterfall,Nature,Land_and_Topography
宅,1318,home:house:residence:our house:my husband,丿乙宀,,,
択,1319,choose:select:elect:prefer,尸扌,,,
沢,1320,swamp:marsh:brilliance:grace,尸氵,swamp,Nature,Land_and_Topography
卓,1321,eminent:table:desk:high,十卜日,table,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
拓,1322,clear (the land):open:break up (land),口石扌,,,
託,1323,consign:requesting:entrusting with:pretend:hint,丿乙言,,,
濯,1324,laundry:wash:pour on:rinse,彐隹氵,,,
諾,1325,consent:assent:agreement,丿口言艹,,,
濁,1326,voiced:uncleanness:wrong:nigori:impurity,勹网虫氵,,,
但,1327,however:but,日亻,,,
達,1328,accomplished:reach:arrive:attain,土玉羊丷辶,,,
脱,1329,undress:removing:escape from:get rid of:be left out:take off,儿口月丷,,,
奪,1330,rob:take by force:snatch away:dispossess:plunder:usurp,大寸隹,,,
棚,1331,shelf:ledge:rack:mount:mantle:trellis,月木,,,
誰,1332,who:someone:somebody,言隹,,,
丹,1333,rust-colored:red:red lead:pills:sincerity,丶丿亅,cinnabar,Nature,Natural_Substances
旦,1334,daybreak:dawn:morning,日,sunrise,Time,Divisions_of_the_Day
担,1335,shouldering:carry:raise:bear,日扌,,,
単,1336,simple:one:single:merely,十田尚,,,
炭,1337,charcoal:coal,厂山火,coal,Nature,Natural_Substances
胆,1338,gall bladder:courage:pluck:nerve,日月,gall bladder,Body,Torso_and_organs
探,1339,grope:search:look for,儿冖木扌,,,
淡,1340,thin:faint:pale:fleeting,火氵,,,
短,1341,short:brevity:fault:defect:weak point,口矢豆丷,short,Physical_Attributes_and_Properties,Form_and_Shape
嘆,1342,sigh:lament:moan:grieve:sigh of admiration,丿口艹,,,
端,1343,edge:origin:end:point:border:verge:cape,山立而,"end, tip",Physical_Attributes_and_Properties,Form_and_Shape
綻,1344,be rent:ripped:unravel:run:begin to open:smile,宀疋糸,,,
誕,1345,nativity:be born:declension:lie:be arbitrary,丿廴止言,,,
鍛,1346,forge:discipline:train,殳金,,,
団,1347,group:association,囗寸,,,
男,1348,male,力田,man,People,General
段,1349,grade:steps:stairs,｜殳,,,
断,1350,severance:decline:refuse:apologize:warn:dismiss:prohibit:decision:judgement:cutting,｜斤米,,,
弾,1351,bullet:twang:flip:snap,十弓田尚,,,
暖,1352,warmth,丿又日爪,warm,Physical_Attributes_and_Properties,Miscellaneous_properties
談,1353,discuss:talk,火言,discuss,Human_activities,Language_and_Communication
壇,1354,podium:stage:rostrum:terrace,亠口囗土日,,,
地,1355,ground:earth,土也,ground,Nature,Natural_Substances
池,1356,pond:cistern:pool:reservoir,氵也,pond,Nature,Land_and_Topography
知,1357,know:wisdom,口矢,know,Human_activities,Culture
値,1358,price:cost:value,｜十目亻,price,Human_activities,Money_and_Commerce
恥,1359,shame:dishonor,心耳,shame,Emotions_and_Senses,Emotions
致,1360,doth:do:send:forward:cause:exert:incur:engage,厶土攴至,,,
遅,1361,slow:late:back:later,尸玉羊丷辶,late,Time,
痴,1362,stupid:foolish,口疒矢,,,
稚,1363,immature:young,禾隹,,,
置,1364,placement:put:set:deposit:leave behind:keep:employ:pawn,十目网,,,
緻,1365,fine (i.e. not coarse),厶土攴糸至,fine,Physical_Attributes_and_Properties,Miscellaneous_properties
竹,1366,bamboo,,bamboo,Nature,Plants_and_Trees
畜,1367,livestock:domestic fowl and animals,亠幺玄田,livestock,Nature,Animals
逐,1368,pursue:drive away:chase:accomplish:attain:commit,豕辶,,,
蓄,1369,amass:raise:hoard:store,亠幺玄田艹,,,
築,1370,fabricate:build:construct,丶几工木竹,,,
秩,1371,regularity:salary:order,丿人土大禾,,,
窒,1372,plug up:obstruct,儿厶土宀穴至,nitrogen,Nature,Natural_Substances
茶,1373,tea,木个艹,tea,Food_and_Drink,
着,1374,don:arrive:wear:counter for suits of clothing,丿玉目羊丷,to wear,Artificial_Structures_and_Products,Clothing_and_Textiles
嫡,1375,legitimate wife:direct descent (non-bastard),亠冂十口女立丷啇,legitimate wife/family,People,Family
中,1376,in:inside:middle:mean:center,｜口,middle,Directions_and_Spatial_Relationships,
仲,1377,go-between:relationship,｜口亻,intermediary,People,Roles_and_status
虫,1378,insect:bug:temper,,,,
沖,1379,open sea:offing:rise high into sky,｜口氵,"high seas, offshore",Nature,Land_and_Topography
宙,1380,mid-air:air:space:sky:memorization:interval of time,｜宀日田,,,
忠,1381,loyalty:fidelity:faithfulness,｜口心,,,
抽,1382,pluck:pull:extract:excel,｜日田扌,,,
注,1383,pour:irrigate:shed (tears):flow into:concentrate on:notes:comment:annotate,丶玉氵,,,
昼,1384,daytime:noon,丶尸日,daytime,Time,Divisions_of_the_Day
柱,1385,pillar:post:cylinder:support,丶木玉,,,
衷,1386,inmost:heart:mind:inside,十口衣,,,
酎,1387,sake,寸酉,sake,Food_and_Drink,
鋳,1388,casting:mint,丿亠土寸金,casting,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
駐,1389,stop-over:reside in:resident,丶玉馬,,,
著,1390,renowned:publish:write:remarkable:phenomenal:put on:don:wear:arrival:finish (race):counter for suits of clothing:literary work,日老艹,,,
貯,1391,savings:store:lay in:keep:wear mustache,亅宀貝,savings,Human_activities,Money_and_Commerce
丁,1392,"street:ward:town:counter for guns, tools, leaves or cakes of something:even number:4th calendar sign",亅,miscellaneous counter,Numbers,Counters
弔,1393,condolences:mourning:funeral,｜弓,,,
庁,1394,government office,亅广,,,
兆,1395,portent:10**12:trillion:sign:omen:symptoms,儿冫,"1,000,000,000,000",Numbers,
町,1396,town:village:block:street,亅田,town,Artificial_Structures_and_Products,Cities
長,1397,long:leader:superior:senior,,leader,People,Roles_and_status
挑,1398,challenge:contend for:make love to,儿冫扌,,,
帳,1399,notebook:account book:album:curtain:veil:net:tent,巾長,,,
張,1400,lengthen:counter for bows & stringed instruments:stretch:spread:put up (tent),弓長,,,
彫,1401,carve:engrave:chisel,冂口土彡,,,
眺,1402,stare:watch:look at:see:scrutinize,儿冫目,,,
釣,1403,angling:fish:catch:allure:ensnare,丶勹金,,,
頂,1404,place on the head:receive:top of head:top:summit:peak,亅貝頁,,,
鳥,1405,bird:chicken,灬,,,
朝,1406,morning:dynasty:regime:epoch:period:(North) Korea,十日月,morning,Time,Divisions_of_the_Day
貼,1407,stick:paste:apply,卜口貝,,,
超,1408,transcend:super-:ultra-,刀口土走,,,
腸,1409,intestines:guts:bowels:viscera,日月勿,intestines,Body,Torso_and_organs
跳,1410,hop:leap up:spring:jerk:prance:buck:splash:sputter:snap,儿冫口足,,,
徴,1411,indications:sign:omen:symptom:collect:seek:refer to:question,山彳攴玉,,,
嘲,1412,ridicule:insult,十口日月,,,
潮,1413,tide:salt water:opportunity,十日月氵,tide,Nature,Weather
澄,1414,lucidity:be clear:clear:clarify:settle:strain:look grave,口癶豆丷氵,,,
調,1415,tune:tone:meter:key (music):writing style:prepare:exorcise:investigate:harmonize:mediate,冂口土言,,,
聴,1416,listen:headstrong:naughty:careful inquiry,十心网耳,listen,Emotions_and_Senses,Senses
懲,1417,penal:chastise:punish:discipline,山彳心攴玉,,,
直,1418,straightaway:honesty:frankness:fix:repair,｜十目,,,
勅,1419,imperial order,｜力口木,,,
捗,1420,make progress,丿小止扌,,,
沈,1421,sink:be submerged:subside:be depressed:aloes,尢氵,,,
珍,1422,rare:curious:strange,彡玉个,,,
朕,1423,majestic plural:imperial we,人大月丷,,,
陳,1424,exhibit:state:relate:explain,｜日木田阝.,,,
賃,1425,fare:fee:hire:rent:wages:charge,玉貝亻,fee or wages,Human_activities,Money_and_Commerce
鎮,1426,tranquilize:ancient peace-preservation centers,八十目金丷,,,
追,1427,chase:drive away:follow:pursue:meanwhile,｜口辶,,,
椎,1428,chinquapin:mallet:spine,木隹,backbone,Body,Torso_and_organs
墜,1429,crash:fall (down),土豕丷阝.,to fall,Directions_and_Spatial_Relationships,Movement
通,1430,"traffic:pass through:avenue:commute:counter for letters, notes, documents, etc.",用マ辶,,,
痛,1431,pain:hurt:damage:bruise,用疒マ,pain,Body,Health
塚,1432,hillock:mound,冖土豕,,,
漬,1433,pickling:soak:moisten:steep,亠土貝氵,pickle,Food_and_Drink,
坪,1434,two-mat area:approx. thirty-six sq ft,土干丷,two-mat area (around 3.3 m²),Numbers,Units_of_Measurement
爪,1435,claw:nail:talon,,nail,Body,Limbs
鶴,1436,crane:stork,宀隹鳥灬,crane,Nature,Animals
低,1437,lower:short:humble,氏亻,,,
呈,1438,display:offer:present:send:exhibit,口玉,,,
廷,1439,courts:imperial court:government office,士廴玉,,,
弟,1440,younger brother:faithful service to elders,｜丿弓丷,younger brother,People,Family
定,1441,determine:fix:establish:decide,宀疋,,,
底,1442,bottom:sole:depth:bottom price:base:kind:sort,广氏,bottom,Directions_and_Spatial_Relationships,
抵,1443,resist:reach:touch,氏扌,,,
邸,1444,residence:mansion,氏.阝,,,
亭,1445,pavilion:restaurant:mansion:arbor:cottage:vaudeville:music hall:stage name,亅亠冖口,,,
貞,1446,upright:chastity:constancy:righteousness,卜貝,,,
帝,1447,sovereign:the emperor:god:creator,亠冖巾立丷,Mikado or emperor,People,Roles_and_status
訂,1448,revise:correct:decide,亅言,,,
庭,1449,courtyard:garden:yard,广廴玉,,,
逓,1450,relay:in turn:sending,｜二厂巾辶,,,
停,1451,halt:stopping,亅亠冖口亻,,,
偵,1452,spy,卜貝亻,,,
堤,1453,dike:bank:embankment,土日疋,embankment,Nature,Land_and_Topography
提,1454,propose:take along:carry in hand,日疋扌,,,
程,1455,extent:degree:law:formula:distance:limits:amount,口玉禾,,,
艇,1456,rowboat:small boat,廴玉舟,ship,Artificial_Structures_and_Products,Vehicles_and_Machines
締,1457,tighten:tie:shut:lock:fasten,亠冖巾立糸丷,,,
諦,1458,truth:clarity:abandon:give up,亠冖巾立言丷,,,
泥,1459,mud:mire:adhere to:be attached to,匕尸氵,mud,Nature,Natural_Substances
的,1460,bull's eye:mark:target:object:adjective ending,丶勹白,,,
笛,1461,flute:clarinet:pipe:whistle:bagpipe:piccolo,｜日田竹,flute,Human_activities,Culture
摘,1462,pinch:pick:pluck:trim:clip:summarize,亠冂十口立丷扌啇,,,
滴,1463,drip:drop,亠冂十口立丷氵啇,,,
適,1464,suitable:occasional:rare:qualified:capable,亠冂十口立丷辶啇,,,
敵,1465,enemy:foe:opponent,亠冂十口攴立丷啇,enemy,Human_activities,War
溺,1466,drown:indulge,冫弓氵,,,
迭,1467,transfer:alternation,｜丿大牛矢辶,,,
哲,1468,philosophy:clear,口斤扌,,,
鉄,1469,iron,丿二大矢金,iron,Nature,Natural_Substances
徹,1470,penetrate:clear:pierce:strike home:sit up (all night),亠厶彳攴月,,,
撤,1471,remove:withdraw:disarm:dismantle:reject:exclude,亠厶攴月扌,,,
天,1472,heavens:sky:imperial,大,"heaven, sky",Nature,Sky
典,1473,code:ceremony:law:rule,｜八日,,,
店,1474,store:shop,卜口广,,,
点,1475,spot:point:mark:speck:decimal point,卜口灬,,,
展,1476,unfold:expand,｜二尸衣,,,
添,1477,annexed:accompany:marry:suit:meet:satisfy:attach:append:garnish:imitate,丿大心氵,,,
転,1478,revolve:turn around:change,二厶車,,,
塡,1479,fill in:fill up:make good,,,,
田,1480,rice field:rice paddy,,rice paddy,Nature,Land_and_Topography
伝,1481,transmit:go along:walk along:follow:report:communicate:legend:tradition,二厶亻,transmit,Human_activities,Language_and_Communication
殿,1482,Mr.:hall:mansion:palace:temple:lord,｜二八尸殳,,,
電,1483,electricity,乙田雨,electricity,Nature,Weather
斗,1484,Big Dipper:ten sho (vol):sake dipper:dots and cross radical (no. 68),,(around 18 L),Numbers,Units_of_Measurement
吐,1485,spit:vomit:belch:confess:tell (lies),口土,,,
妬,1486,jealous:envy,口女石,"envy, jealousy",Emotions_and_Senses,Emotions
徒,1487,on foot:junior:emptiness:vanity:futility:uselessness:ephemeral thing:gang:set:party:people,土彳走,gang or junior,People,General
途,1488,route:way:road,亅八木个辶,,,
都,1489,metropolis:capital:all:everything,日老.阝,metropolis,Artificial_Structures_and_Products,Cities
渡,1490,transit:ford:ferry:cross:import:deliver:diameter:migrate,又广氵,,,
塗,1491,paint:plaster:daub:smear:coating,亅八土木个氵,paint,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
賭,1492,gamble:wager:bet,日老貝,gamble,Human_activities,Money_and_Commerce
土,1493,soil:earth:ground:Turkey,,earth,Nature,Natural_Substances
奴,1494,guy:slave:manservant:fellow,又女,"servant, fellow",People,Roles_and_status
努,1495,toil:diligent:as much as possible,力又女,,,
度,1496,degrees:occurrence:time:counter for occurrences:consider:attitude,又广,number of times,Time,
怒,1497,angry:be offended,又女心,anger,Emotions_and_Senses,Emotions
刀,1498,sword:saber:knife,,,,
冬,1499,winter,丶夂攴,Winter,Time,Seasons
灯,1500,lamp:a light:light:counter for lights,亅火,lamp,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
当,1501,hit:right:appropriate:himself,彐尚,,,
投,1502,throw:discard:abandon:launch into:join:invest in:hurl:give up:sell at a loss,殳扌,,,
豆,1503,beans:pea:midget,口丷,bean,Food_and_Drink,
東,1504,east,｜日木田,East,Directions_and_Spatial_Relationships,
到,1505,arrival:proceed:reach:attain:result in,厶土至刂,,,
逃,1506,escape:flee:shirk:evade:set free,儿冫辶,,,
倒,1507,overthrow:fall:collapse:drop:break down,厶土至亻刂,to reverse,Directions_and_Spatial_Relationships,Movement
凍,1508,frozen:congeal:refrigerate,｜冫日木田,,,
唐,1509,T'ang:China:foreign,｜口广彐,,,
島,1510,island,山白鳥,island,Nature,Land_and_Topography
桃,1511,peach,儿冫木,peach,Nature,Plants_and_Trees
討,1512,chastise:attack:defeat:destroy:conquer,寸言,attack,Human_activities,War
透,1513,transparent:permeate:filter:penetrate,丿禾乃辶,,,
党,1514,party:faction:clique,儿冖口尚,,,
悼,1515,lament:grieve over,十卜日忄,,,
盗,1516,steal:rob:pilfer,冫欠皿,,,
陶,1517,pottery:porcelain,勹缶阝.,pottery,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
塔,1518,pagoda:tower:steeple,口土个艹,,,
搭,1519,board:load (a vehicle):ride,口个扌艹,to board or load,Artificial_Structures_and_Products,Vehicles_and_Machines
棟,1520,ridgepole:ridge,｜日木田,,,
湯,1521,hot water:bath:hot spring,｜日氵勿,,,
痘,1522,pox:smallpox,口疒豆丷,pox,Body,Health
登,1523,ascend:climb up,口癶豆丷,,,
答,1524,solution:answer,口竹个,answer,Human_activities,Language_and_Communication
等,1525,etc.:and so forth:class (first):quality:equal:similar,土寸竹,,,
筒,1526,cylinder:pipe:tube:gun barrel:sleeve,冂口竹,,,
統,1527,overall:relationship:ruling:governing,亠儿厶糸,,,
稲,1528,rice plant,｜日爪禾,rice plant,Nature,Plants_and_Trees
踏,1529,step:trample:carry through:appraise:evade payment,口日水足,,,
糖,1530,sugar,口广米,sugar,Food_and_Drink,
頭,1531,head:counter for large animals,口豆貝頁丷,"counter for animals, large",Numbers,Counters
謄,1532,mimeograph:copy,｜月言,,,
藤,1533,wisteria,｜月水艹,wisteria,Nature,Plants_and_Trees
闘,1534,fight:war,口寸豆門丷,battle,Human_activities,War
騰,1535,leaping up:jumping up:rising:advancing:going,月馬丷,,,
同,1536,same:agree:equal,冂口,,,
洞,1537,den:cave:excavation,冂口氵,,,
胴,1538,trunk:torso:hull (ship):hub of wheel,冂口月,torso,Body,Torso_and_organs
動,1539,move:motion:change:confusion:shift:shake,｜力日里,,,
堂,1540,public chamber:hall,冖口土尚,,,
童,1541,juvenile:child,立里,juvenile,People,General
道,1542,road-way:street:district:journey:course:moral:teachings,自首丷辶,,,
働,1543,work:(kokuji),｜力日亻,work,Human_activities,Money_and_Commerce
銅,1544,copper,冂口金,copper,Nature,Natural_Substances
導,1545,guidance:leading:conduct:usher,寸自丷辶,,,
瞳,1546,pupil (of eye),目立里,pupil,Body,Head_and_Neck
峠,1547,mountain peak:mountain pass:climax:crest:(kokuji),｜卜山,mountain pass,Nature,Land_and_Topography
匿,1548,hide:shelter:shield,丿匚口艹,,,
特,1549,special,土寸牛,,,
得,1550,gain:get:find:earn:acquire:can:may:able to:profit:advantage:benefit,寸彳日,,,
督,1551,coach:command:urge:lead:supervise,卜又小目,supervisor,People,Roles_and_status
徳,1552,benevolence:virtue:goodness:commanding respect,十彳心网,,,
篤,1553,fervent:kind:cordial:serious:deliberate,竹馬鳥灬,,,
毒,1554,poison:virus:venom:germ:harm:injury:spite,亠土毋,,,
独,1555,single:alone:spontaneously:Germany,虫犭,,,
読,1556,read,儿冖士士言,read,Human_activities,Language_and_Communication
栃,1557,horse chestnut:(kokuji),厂斤木,horse chestnut,Nature,Plants_and_Trees
凸,1558,convex:beetle brow:uneven,｜冂凵,convex,Physical_Attributes_and_Properties,Form_and_Shape
突,1559,stab:protruding:thrust:pierce:prick:collision:sudden,儿大宀穴,,,
届,1560,deliver:reach:arrive:report:notify:forward,｜尸日田,,,
屯,1561,barracks:police station:camp:ton,丿乙凵,barracks,Human_activities,War
豚,1562,pork:pig,月豕,pig,Nature,Animals
頓,1563,suddenly:immediately:in a hurry:arrange:stay in place:bow:kowtow,貝頁屯,,,
貪,1564,covet:indulge in,貝个,,,
鈍,1565,dull:slow:foolish:blunt,金屯,,,
曇,1566,cloudy weather:cloud up,二厶日雨,cloudy,Nature,Weather
丼,1567,bowl:bowl of food,｜丶丿二廾井,bowl,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
那,1568,what?,二刀.阝,,,
奈,1569,Nara:what?,大示,,,
内,1570,inside:within:between:among:house:home,人冂,inside,Directions_and_Spatial_Relationships,
梨,1571,pear tree,木禾刂,pear,Nature,Plants_and_Trees
謎,1572,riddle:puzzle:enigma:hint:tip,米言辶,,,
鍋,1573,pot:pan:kettle,冂口金,pot,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
南,1574,south,冂十干丷,South,Directions_and_Spatial_Relationships,
軟,1575,soft,欠車,soft,Physical_Attributes_and_Properties,Miscellaneous_properties
難,1576,difficult:impossible:trouble:accident:defect,亠口大隹艹,,,
二,1577,two:two radical (no. 7),,2,Numbers,
尼,1578,nun,匕尸,Buddhist nun,Human_activities,Religion_and_the_Supernatural_World
弐,1579,II:two:second,二弋,,,
匂,1580,fragrant:stink:glow:insinuate:(kokuji),勹匕,fragrance,Emotions_and_Senses,Senses
肉,1581,meat,人冂,meat,Food_and_Drink,
虹,1582,rainbow,工虫,rainbow,Nature,Weather
日,1583,day:sun:Japan:counter for days,,sun,Nature,Sky
入,1584,enter:insert,,in,Directions_and_Spatial_Relationships,
乳,1585,milk:breasts,乙子爪,milk,Food_and_Drink,
尿,1586,urine,尸水,urine,Body,Bodily_Functions
任,1587,responsibility:duty:term:entrust to:appoint,丿士玉亻,,,
妊,1588,pregnancy,丿士女玉,pregnant,Body,Bodily_Functions
忍,1589,endure:bear:put up with:conceal:secrete:spy:sneak,丶刀心,,,
認,1590,acknowledge:witness:discern:recognize:appreciate:believe,丶刀心言,,,
寧,1591,rather:preferably:peaceful:quiet:tranquility,亅宀心网,,,
熱,1592,heat:temperature:fever:mania:passion,丶儿土九灬,heat,Nature,Weather
年,1593,year:counter for years,丿干,year,Time,Divisions_of_the_Year
念,1594,wish:sense:idea:thought:feeling:desire:attention,｜心个,,,
捻,1595,twirl:twist:play with,｜心个扌,,,
粘,1596,sticky:glutinous:greasy:persevere,卜口米,sticky,Physical_Attributes_and_Properties,Miscellaneous_properties
燃,1597,burn:blaze:glow,夕火犬灬,,,
悩,1598,trouble:worry:in pain:distress:illness,凵尚忄,,,
納,1599,settlement:obtain:reap:pay:supply:store,人冂糸,,,
能,1600,ability:talent:skill:capacity,匕厶月,,,
脳,1601,brain:memory,凵月尚,brain,Body,Head_and_Neck
農,1602,agriculture:farmers,｜厂日衣辰,,,
濃,1603,concentrated:thick:dark:undiluted,｜厂日衣辰氵,concentrated,Physical_Attributes_and_Properties,Miscellaneous_properties
把,1604,grasp:faggot:bunch:counter for bundles,扌巴,,,
波,1605,waves:billows:Poland,又皮氵,wave,Nature,Weather
派,1606,faction:group:party:clique:sect:school,厂斤氵,religious sect,Human_activities,Religion_and_the_Supernatural_World
破,1607,rend:rip:tear:break:destroy:defeat:frustrate,又口皮石,,,
覇,1608,hegemony:supremacy:leadership:champion,月襾革,,,
馬,1609,horse,,horse,Nature,Animals
婆,1610,old woman:grandma:wet nurse,又女皮氵,grandmother,People,Family
罵,1611,abuse:insult,网馬,,,
拝,1612,worship:adore:pray to,｜干扌,,,
杯,1613,counter for cupfuls:wine glass:glass:toast,｜丿木礻,cup,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
背,1614,stature:height:back:behind:disobey:defy:go back on:rebel,匕月爿,back,Body,Torso_and_organs
肺,1615,lungs,亠巾月,lung,Body,Torso_and_organs
俳,1616,haiku:actor,非亻,haiku,Human_activities,Culture
配,1617,distribute:spouse:exile:rationing,己酉,,,
排,1618,repudiate:exclude:expel:reject:line up:arrange,非扌,,,
敗,1619,failure:defeat:reversal,攴貝,,,
廃,1620,abolish:obsolete:cessation:discarding:abandon,儿广癶,,,
輩,1621,comrade:fellow:people:companions,車非,"fellow, comrade",People,Roles_and_status
売,1622,sell,儿冖士,sell,Human_activities,Money_and_Commerce
倍,1623,double:twice:times:fold,口立亻,"to double, times",Numbers,Calculations
梅,1624,plum,木毋,plum,Nature,Plants_and_Trees
培,1625,cultivate:foster,口土立,,,
陪,1626,obeisance:follow:accompany:attend on,口立阝.,,,
媒,1627,mediator:go-between,女木甘,,,
買,1628,buy,网貝,buy,Human_activities,Money_and_Commerce
賠,1629,compensation:indemnify,口立貝,,,
